3.282402,3.299859
3.282326,3.299788
3.282286,3.299733
3.282422,3.299814
3.282271,3.299834
3.282387,3.299839
3.282367,3.299713
3.282337,3.299668
3.282337,3.299783
3.282392,3.299799
3.282281,3.299849
3.282473,3.299698
3.282311,3.299658
3.282362,3.299783
3.282352,3.299799
3.282306,3.299824
3.282357,3.299839
3.282337,3.299612
3.282316,3.299804
3.282377,3.299814
3.282291,3.299804
3.282256,3.299859
3.282558,3.299688
3.282306,3.299481
3.282311,3.299864
3.282452,3.299829
3.282306,3.299723
3.282357,3.299743
3.282286,3.299758
3.282347,3.299904
3.282412,3.299814
3.282311,3.299622
3.282548,3.299879
3.282276,3.299783
3.282266,3.299788
3.282367,3.299889
3.282412,3.299703
3.282311,3.299854
3.282387,3.299793
3.282367,3.299703
3.282296,3.299824
3.282342,3.299718
3.282347,3.299793
3.282065,3.299804
3.282352,3.299809
3.282286,3.299839
3.282196,3.299728
3.282392,3.299819
3.282387,3.299914
3.282311,3.299844
3.282352,3.299698
3.282296,3.299703
3.282311,3.299793
3.282256,3.299854
3.282397,3.299788
3.282331,3.299698
3.282211,3.299768
3.282286,3.299834
3.282387,3.299814
3.282226,3.299799
3.282221,3.299673
3.282296,3.299799
3.282321,3.299834
3.282442,3.299874
3.282422,3.299940
3.282326,3.299708
3.282362,3.299799
3.282412,3.299829
3.282291,3.299904
3.282291,3.299839
3.282311,3.299748
3.282251,3.299532
3.282382,3.299824
3.282337,3.299804
3.282377,3.299678
3.282286,3.299743
3.282236,3.299743
3.282261,3.299844
3.282331,3.299844
3.282367,3.299748
3.282392,3.299809
3.282311,3.299783
3.282246,3.299788
3.282256,3.299844
3.282286,3.299753
3.282291,3.299834
3.282316,3.299793
3.282362,3.299708
3.282221,3.299809
3.282256,3.299688
3.282301,3.299819
3.282276,3.299799
3.282150,3.299542
3.282241,3.299819
3.282196,3.299733
3.282231,3.299829
3.282226,3.299854
3.282256,3.299768
3.282185,3.299688
3.282321,3.299723
3.282291,3.299824
3.282221,3.299859
3.282271,3.299814
3.282165,3.299602
3.282155,3.299844
3.282221,3.299829
3.282190,3.299849
3.282236,3.299753
3.282170,3.299668
3.282160,3.299819
3.282251,3.299854
3.282246,3.299804
3.282039,3.299839
3.282196,3.299693
3.282175,3.299763
3.282246,3.299738
3.282236,3.299783
3.282170,3.299834
3.282075,3.299668
3.282009,3.299683
3.282140,3.299778
3.282211,3.299844
3.282175,3.299708
3.282216,3.299718
3.282160,3.299673
3.282190,3.299809
3.282125,3.299884
3.282115,3.299703
3.282206,3.299869
3.282110,3.299743
3.282140,3.299768
3.282165,3.299793
3.282185,3.299703
3.282155,3.299809
3.282024,3.299768
3.282100,3.299698
