3.020366,2.534432,2.113773,1.627839
3.018754,2.528791,2.113773,1.623810
3.043736,2.558608,2.112967,1.627839
3.039707,2.546520,2.112161,1.618974
3.048571,2.561026,2.124249,1.636703
3.049377,2.561831,2.121831,1.634286
3.044542,2.554579,2.121831,1.631868
3.042125,2.546520,2.121026,1.625421
3.019560,2.527179,2.109744,1.617363
3.011502,2.529597,2.106520,1.624615
3.047765,2.546520,2.125055,1.623810
3.036484,2.536044,2.129084,1.628645
3.044542,2.541685,2.121831,1.618974
3.017143,2.516703,2.112161,1.611722
3.014725,2.527179,2.103297,1.615751
3.030037,2.536850,2.115385,1.622198
3.025202,2.527179,2.119414,1.621392
3.046154,2.543297,2.117802,1.614945
3.026007,2.539267,2.101685,1.614945
3.036484,2.542491,2.112967,1.618974
3.030037,2.541685,2.112967,1.624615
3.024396,2.503809,2.119414,1.598828
3.046960,2.523956,2.118608,1.595604
3.027619,2.544909,2.111355,1.628645
3.045348,2.544909,2.121831,1.621392
3.041319,2.532015,2.125861,1.616557
3.038901,2.544103,2.125861,1.631062
3.005861,2.522344,2.106520,1.623004
3.034066,2.546520,2.111355,1.623810
3.029231,2.548938,2.108938,1.628645
3.026007,2.535238,2.112967,1.622198
3.041319,2.544103,2.120220,1.623004
3.034066,2.540879,2.113773,1.620586
3.023590,2.521538,2.113773,1.611722
3.035678,2.547326,2.111355,1.623004
3.024396,2.531209,2.108938,1.615751
3.024396,2.551355,2.127473,1.654432
3.026813,2.527179,2.118608,1.618974
3.008278,2.526374,2.105714,1.623810
3.023590,2.528791,2.112161,1.617363
3.038095,2.551355,2.117802,1.631062
3.028425,2.523956,2.130696,1.626227
3.048571,2.550550,2.120220,1.622198
3.034872,2.536850,2.108132,1.610110
3.026813,2.548132,2.111355,1.632674
3.038095,2.537656,2.122637,1.622198
3.019560,2.502198,2.129084,1.611722
3.031648,2.515898,2.116190,1.600440
3.021172,2.535238,2.100879,1.614945
3.039707,2.548132,2.119414,1.627839
3.028425,2.536850,2.114579,1.623004
3.016337,2.511868,2.116996,1.612527
3.024396,2.528791,2.108132,1.612527
3.021172,2.531209,2.105714,1.615751
3.038901,2.526374,2.125861,1.613333
3.024396,2.535238,2.108132,1.618974
3.031648,2.537656,2.104908,1.610916
3.010696,2.518315,2.097656,1.605275
3.011502,2.504615,2.109744,1.602857
3.025202,2.523956,2.112161,1.610916
3.048571,2.532015,2.125055,1.608498
3.064689,2.546520,2.136337,1.618168
3.043736,2.544103,2.121026,1.621392
3.025202,2.530403,2.113773,1.618974
3.034872,2.511868,2.120220,1.597216
3.039707,2.523150,2.116190,1.599634
3.016337,2.534432,2.103297,1.621392
3.029231,2.532820,2.092015,1.595604
3.023590,2.520733,2.108132,1.605275
3.027619,2.520733,2.113773,1.606887
3.033260,2.522344,2.117802,1.606887
3.049377,2.537656,2.122637,1.610916
3.031648,2.532015,2.100879,1.601245
3.016337,2.522344,2.100879,1.606887
3.030037,2.521538,2.111355,1.602857
3.016337,2.528791,2.103297,1.615751
3.025202,2.522344,2.101685,1.598828
3.049377,2.528791,2.108132,1.587546
3.045348,2.535238,2.108132,1.598022
3.030037,2.532015,2.100879,1.602857
3.010696,2.520733,2.092820,1.602857
3.020366,2.522344,2.095238,1.597216
3.020366,2.510257,2.103297,1.593187
3.030037,2.517509,2.108938,1.596410
3.044542,2.514286,2.112967,1.582711
3.025202,2.515092,2.110549,1.600440
3.020366,2.506227,2.089597,1.575458
3.018754,2.519121,2.082344,1.582711
3.018754,2.498974,2.091209,1.571429
3.026007,2.521538,2.089597,1.585128
3.020366,2.521538,2.100879,1.602051
3.030037,2.519927,2.095238,1.585128
3.024396,2.521538,2.087179,1.584322
3.024396,2.515092,2.083956,1.574652
3.013113,2.503809,2.083956,1.574652
3.016337,2.513480,2.085568,1.582711
3.026007,2.512674,2.089597,1.576264
3.026007,2.521538,2.087179,1.582711
3.021978,2.494139,2.100879,1.573040
3.014725,2.489304,2.088791,1.563370
3.028425,2.528791,2.092015,1.592381
3.008278,2.497363,2.087179,1.576264
3.014725,2.503809,2.092015,1.581099
3.041319,2.527179,2.100879,1.586740
3.024396,2.510257,2.095238,1.581099
3.001026,2.493333,2.085568,1.577875
3.020366,2.514286,2.086374,1.580293
3.025202,2.504615,2.083956,1.563370
3.009890,2.493333,2.075897,1.559341
3.002637,2.508645,2.075092,1.581099
2.999414,2.492527,2.076703,1.569817
3.021172,2.500586,2.082344,1.561758
3.032454,2.509450,2.090403,1.567399
3.011502,2.488498,2.083150,1.560147
3.017949,2.494139,2.087985,1.564176
3.012308,2.489304,2.096850,1.573846
3.016337,2.491722,2.079121,1.554505
3.012308,2.499780,2.075092,1.562564
3.001026,2.485275,2.069451,1.553700
3.017143,2.502198,2.084762,1.569817
3.001026,2.498168,2.075092,1.572234
3.011502,2.489304,2.066227,1.544029
3.016337,2.482857,2.077509,1.544029
2.988938,2.484469,2.056557,1.552088
3.018754,2.504615,2.076703,1.562564
3.013113,2.478828,2.081538,1.547253
2.992161,2.490110,2.053333,1.551282
3.013919,2.486887,2.080733,1.553700
3.012308,2.481246,2.075092,1.544029
3.017949,2.489304,2.075092,1.546447
3.007473,2.491722,2.067033,1.551282
3.017949,2.493333,2.072674,1.548059
3.011502,2.482857,2.072674,1.544029
3.014725,2.491722,2.072674,1.549670
3.020366,2.488498,2.071062,1.539194
3.001832,2.488498,2.064615,1.551282
3.023590,2.475604,2.075092,1.527106
3.017143,2.482857,2.075897,1.541612
3.002637,2.463516,2.070256,1.531136
3.023590,2.487692,2.071062,1.535165
3.015531,2.487692,2.069451,1.541612
2.991355,2.467546,2.049304,1.525494
2.994579,2.461099,2.067033,1.533553
2.987326,2.470769,2.063004,1.546447
3.009890,2.486081,2.063004,1.539194
2.995385,2.469963,2.054139,1.528718
3.015531,2.490110,2.048498,1.523077
3.018754,2.473993,2.070256,1.525494
2.982491,2.449011,2.050110,1.516630
3.007473,2.472381,2.066227,1.531136
2.996996,2.476410,2.052527,1.531941
2.998608,2.472381,2.053333,1.527106
3.009084,2.487692,2.057363,1.535971
3.003443,2.460293,2.063004,1.519853
2.990550,2.482051,2.049304,1.540806
2.984102,2.473187,2.037216,1.526300
2.997802,2.480440,2.047692,1.530330
3.002637,2.461099,2.063810,1.522271
2.984102,2.471575,2.041245,1.528718
2.980879,2.450623,2.050110,1.519853
2.992161,2.465128,2.048498,1.521465
2.992161,2.460293,2.039634,1.507766
2.994579,2.473187,2.057363,1.535971
3.005055,2.449817,2.063004,1.507766
3.000220,2.480440,2.057363,1.537582
2.997802,2.458681,2.039634,1.500513
2.993773,2.470769,2.047692,1.524689
2.995385,2.459487,2.043663,1.507766
2.989743,2.473187,2.047692,1.531136
3.000220,2.453040,2.056557,1.509377
3.017949,2.477216,2.048498,1.507766
3.006667,2.467546,2.046886,1.507766
2.996191,2.469963,2.046886,1.520659
2.996191,2.469157,2.047692,1.520659
2.999414,2.458681,2.047692,1.506960
2.999414,2.490916,2.036410,1.527912
2.994579,2.454652,2.050916,1.510989
2.992161,2.464322,2.037216,1.509377
2.996996,2.461099,2.043663,1.507766
2.984908,2.456264,2.038828,1.510183
2.996996,2.466740,2.042051,1.511795
3.020366,2.462711,2.053333,1.495678
3.010696,2.474798,2.046886,1.510989
2.996996,2.478022,2.032381,1.513407
2.997802,2.462711,2.063004,1.527912
3.010696,2.473993,2.058168,1.521465
2.984102,2.463516,2.037216,1.516630
2.986520,2.458681,2.040440,1.512601
2.992161,2.470769,2.038022,1.516630
3.009890,2.492527,2.050110,1.532747
2.982491,2.457070,2.032381,1.506960
3.006667,2.473993,2.041245,1.508571
3.000220,2.482857,2.045275,1.527912
3.008278,2.476410,2.067033,1.535165
3.007473,2.502198,2.054139,1.548864
3.003443,2.470769,2.066227,1.533553
3.005861,2.478022,2.063004,1.535165
3.000220,2.495751,2.063004,1.558535
3.021978,2.502198,2.078315,1.558535
3.004249,2.494945,2.078315,1.569011
3.019560,2.518315,2.078315,1.577070
3.003443,2.504615,2.071868,1.573040
3.029231,2.515092,2.098462,1.584322
3.010696,2.527985,2.083150,1.600440
3.021172,2.510257,2.109744,1.598828
3.029231,2.511062,2.103297,1.585128
3.042125,2.548938,2.113773,1.620586
3.014725,2.531209,2.095238,1.611722
3.039707,2.552161,2.112161,1.624615
2.994579,2.527985,2.100879,1.634286
3.024396,2.556996,2.095238,1.627839
3.029231,2.548938,2.116190,1.635897
3.031648,2.540879,2.117802,1.627033
3.022784,2.553773,2.103297,1.634286
3.022784,2.551355,2.108132,1.636703
3.036484,2.538461,2.121026,1.623004
3.023590,2.539267,2.121831,1.637509
3.035678,2.557802,2.122637,1.644762
3.030843,2.548938,2.113773,1.631868
3.054213,2.565861,2.138755,1.650403
3.043736,2.556996,2.129084,1.642344
3.035678,2.569084,2.128278,1.661685
3.035678,2.565055,2.127473,1.656850
3.037289,2.573113,2.121026,1.656850
3.018754,2.559414,2.121026,1.661685
3.048571,2.579561,2.125861,1.656850
3.026813,2.565861,2.129084,1.668132
3.025202,2.565861,2.117802,1.658462
3.042125,2.590842,2.126667,1.675385
3.032454,2.560220,2.133919,1.661685
3.049377,2.592454,2.117802,1.660879
3.058242,2.573919,2.142784,1.658462
3.059854,2.582784,2.137949,1.660879
3.042930,2.569084,2.130696,1.656850
3.028425,2.546520,2.123443,1.641539
3.030037,2.561831,2.125861,1.657656
3.000220,2.552967,2.113773,1.666520
3.046960,2.561831,2.129890,1.644762
3.038095,2.572308,2.127473,1.661685
3.027619,2.540879,2.129084,1.642344
3.050183,2.590037,2.125861,1.665714
3.028425,2.578755,2.114579,1.664908
3.048571,2.568278,2.135531,1.655238
3.043736,2.552967,2.141172,1.650403
3.023590,2.554579,2.126667,1.657656
3.038901,2.560220,2.124249,1.645568
3.034872,2.575531,2.119414,1.660073
3.033260,2.549744,2.133919,1.650403
3.055018,2.573113,2.148425,1.666520
3.026007,2.532015,2.130696,1.636703
3.041319,2.585202,2.125861,1.669744
3.032454,2.569890,2.125055,1.662491
3.046960,2.573113,2.135531,1.661685
3.038095,2.588425,2.122637,1.672967
3.033260,2.569084,2.117802,1.653626
3.059854,2.561831,2.140366,1.642344
3.046960,2.558608,2.132308,1.643956
3.044542,2.555385,2.139560,1.650403
3.034872,2.552161,2.136337,1.653626
3.038901,2.561026,2.134725,1.656850
3.032454,2.556190,2.113773,1.637509
3.041319,2.540073,2.125861,1.624615
3.056630,2.556996,2.141978,1.642344
3.043736,2.567472,2.128278,1.652015
3.031648,2.578755,2.115385,1.662491
3.008278,2.547326,2.108132,1.647179
3.008278,2.531209,2.118608,1.641539
3.025202,2.551355,2.114579,1.640733
3.030037,2.540073,2.126667,1.636703
3.037289,2.548938,2.125861,1.637509
3.019560,2.535238,2.118608,1.634286
3.025202,2.524762,2.125055,1.624615
3.030843,2.536044,2.121026,1.626227
3.001026,2.507839,2.109744,1.616557
3.041319,2.546520,2.125861,1.631062
3.020366,2.543297,2.104908,1.627839
3.035678,2.554579,2.112161,1.631062
3.043736,2.552161,2.122637,1.631062
3.014725,2.542491,2.116996,1.644762
3.040513,2.552967,2.114579,1.627033
3.035678,2.548938,2.111355,1.624615
3.029231,2.547326,2.104908,1.623004
3.030843,2.531209,2.115385,1.615751
3.055018,2.522344,2.146813,1.614139
3.008278,2.526374,2.100879,1.618974
3.017949,2.549744,2.103297,1.635092
3.026007,2.548938,2.111355,1.634286
3.026813,2.539267,2.116190,1.628645
3.033260,2.523956,2.121831,1.612527
3.027619,2.523956,2.114579,1.610916
3.029231,2.532820,2.112967,1.616557
3.034872,2.518315,2.126667,1.610110
3.020366,2.526374,2.103297,1.609304
3.022784,2.530403,2.114579,1.622198
3.024396,2.535238,2.100879,1.611722
3.034066,2.518315,2.119414,1.603663
3.046154,2.536850,2.117802,1.608498
3.027619,2.529597,2.104103,1.606081
3.041319,2.545714,2.118608,1.623004
3.029231,2.552161,2.113773,1.636703
3.022784,2.548938,2.112161,1.638315
3.042125,2.542491,2.113773,1.614139
3.044542,2.551355,2.123443,1.630256
3.023590,2.533626,2.113773,1.623810
3.011502,2.536850,2.100879,1.626227
3.014725,2.548938,2.103297,1.637509
3.020366,2.541685,2.115385,1.636703
3.020366,2.548938,2.106520,1.635092
3.026007,2.532015,2.116190,1.622198
3.029231,2.524762,2.111355,1.606887
3.034872,2.530403,2.126667,1.622198
3.041319,2.532015,2.125861,1.616557
3.026007,2.538461,2.124249,1.636703
3.025202,2.533626,2.112967,1.621392
3.021172,2.520733,2.114579,1.614139
3.019560,2.548938,2.116190,1.645568
3.005861,2.526374,2.116190,1.636703
3.021978,2.546520,2.109744,1.634286
3.009890,2.529597,2.106520,1.626227
3.001026,2.516703,2.095238,1.610916
3.018754,2.511868,2.128278,1.621392
3.021172,2.529597,2.114579,1.623004
3.042125,2.536850,2.141978,1.636703
3.026813,2.540879,2.111355,1.625421
3.027619,2.532015,2.116190,1.620586
3.035678,2.549744,2.120220,1.634286
3.028425,2.536044,2.112161,1.619780
3.041319,2.558608,2.126667,1.643956
3.038095,2.539267,2.131502,1.632674
3.032454,2.544103,2.112967,1.624615
3.030037,2.548938,2.116190,1.635092
3.015531,2.541685,2.104908,1.631062
3.045348,2.537656,2.127473,1.619780
3.013919,2.527179,2.108938,1.622198
3.030037,2.553773,2.104103,1.627839
3.022784,2.530403,2.115385,1.623004
3.038095,2.534432,2.126667,1.623004
3.036484,2.541685,2.130696,1.635897
